CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
V95871,163,0.01,0.03,4.56,0.72,0.074,0.05,292,41,1531,7,5,0.006
V95870,161,0.005,0.023,4.54,0.999,0.089,0.052,250,34,1392,6,3,0.009
V95869,165,0.01,0.02,4.55,1.014,0.094,0.05,227,31,1406,6,3,0.008
V95868,162,0.005,0.024,4.58,1.094,0.095,0.05,280,38,1410,7,3,0.005
V95867,169,0.005,0.031,4.56,0.686,0.078,0.05,298,43,,7,4,0.006
V95866,158,0.005,0.033,4.59,0.527,0.066,0.049,312,44,1445,8,4,0.008
V95865,163,0.005,0.037,4.55,0.659,0.068,0.045,321,45,1354,8,5,0.009
V95864,164,0.005,0.041,4.56,0.57,0.062,0.043,349,49,1332,9,4,0.009
V95862,165,0.005,0.029,4.56,0.651,0.07,0.047,324,45,1378,8,4,0.005
V95859,168,0.005,0.029,4.54,0.772,0.074,0.048,296,41,,7,4,0.007
V95858,165,0.005,0.028,4.51,0.603,0.071,0.05,289,42,1384,7,3,0.005
V95857,168,0.005,0.024,4.54,0.752,0.082,0.049,269,41,1462,7,4,0.006
V95855,172,0.005,0.03,4.6,0.66,0.072,0.052,299,42,1436,8,4,0.007
V95854,178,0.005,0.027,4.55,0.618,0.073,0.049,284,47,1370,7,4,0.004
V95853,175,0.005,0.029,4.52,0.646,0.071,0.048,296,41,1350,8,4,0.005
V95852,170,0.005,0.034,4.55,0.681,0.07,0.044,316,50,1344,8,5,0.004
V95851,174,0.005,0.038,4.53,0.74,0.069,0.044,346,52,1356,9,5,0.005
V95850,162,0.005,0.032,4.59,0.656,0.07,0.045,313,43,1381,8,4,0.006
V95849,165,0.005,0.032,4.56,0.638,0.07,0.046,307,50,1401,8,5,0.004
V95848,160,0.005,0.035,4.55,0.677,0.068,0.044,317,47,1380,8,4,0.005
V95846,166,0.005,0.038,4.53,0.558,0.065,0.046,345,57,1436,8,5,0.004
V95845,163,0.005,0.029,4.58,0.544,0.062,0.046,302,44,1420,8,4,0.007
V95844,174,0.005,0.034,4.55,0.552,0.063,0.048,320,56,1430,9,5,0.007
V95842,169,0.005,0.034,4.56,0.555,0.066,0.048,319,44,1420,8,4,0.007
V95841,171,0.005,0.034,4.56,0.488,0.06,0.046,321,45,,8,4,0.005
V95840,156,0.005,0.036,4.56,0.54,0.063,0.047,335,56,1384,8,6,0.006
V95838,155,0.005,0.031,4.56,0.843,0.081,0.048,302,42,1399,8,4,0.003
V95837,165,0.005,0.028,4.57,0.842,0.085,0.047,294,43,1432,7,4,0.004
V95836,164,0.005,0.025,4.55,0.799,0.078,0.044,278,43,1332,7,4,0.004
V95835,176,0.005,0.028,4.55,0.726,0.079,0.045,289,40,1362,8,3,0.004
V95834,177,0.005,0.029,4.56,0.733,0.078,0.046,302,42,1404,7,4,0.005
V95833,167,0.005,0.029,4.58,0.542,0.068,0.048,373,56,,10,6,0.006
V95832,173,0.005,0.031,4.56,0.585,0.059,0.048,368,52,1413,10,5,0.003
V95831,169,0.005,0.035,4.51,0.433,0.051,0.048,322,45,1412,8,4,0.007
V95830,175,0.005,0.031,4.58,0.731,0.07,0.048,326,46,,8,4,0.009
V95829,155,0.005,0.031,4.54,0.738,0.074,0.046,300,42,1367,8,4,0.003
V95828,174,0.005,0.03,4.55,0.88,0.083,0.046,289,41,1381,7,4,0.007
V95827,163,0.005,0.028,4.58,0.888,0.083,0.045,375,53,1388,9,5,0.006
V95825,160,0.005,0.022,4.52,0.99,0.088,0.044,349,49,,9,5,0.004
V95824,161,0.005,0.025,4.68,0.85,0.083,0.044,294,45,1369,7,4,0.004
V95822,164,0.005,0.04,4.58,0.536,0.062,0.042,349,48,1399,9,4,0.007
V95821,162,0.005,0.043,4.67,0.55,0.058,0.041,360,52,1423,9,5,0.009
V95820,156,0.005,0.018,4.52,1.06,0.09,0.043,234,33,1371,6,3,0.002
V95819,176,0.005,0.035,4.56,0.625,0.065,0.042,326,46,,8,4,0.009
V95818,176,0.005,0.047,4.55,0.486,0.049,0.041,370,53,1387,9,5,0.01
V95817,166,0.005,0.037,4.62,0.48,0.061,0.041,328,47,,9,4,0.01
V95816,164,0.005,0.029,4.58,0.88,0.081,0.043,297,41,1361,8,4,0.006
V95815,158,0.005,0.034,4.62,0.58,0.064,0.042,316,46,1394,8,4,0.005
V95813,158,0.005,0.029,4.58,0.9,0.081,0.041,297,43,1411,7,4,0.007
V95812,157,0.005,0.03,4.57,0.91,0.084,0.041,409,59,1399,10,6,0.005
V95811,162,0.005,0.027,4.61,1.05,0.093,0.039,281,48,,8,4,0.005
V95810,176,0.005,0.027,4.58,0.798,0.077,0.04,287,41,1342,7,4,0.005
V95806,173,0.005,0.044,4.57,0.37,0.041,0.035,359,58,1317,10,5,0.009
V95805,166,0.005,0.027,4.54,0.812,0.075,0.039,284,39,1414,7,4,0.008
V95804,175,0.005,0.028,4.59,0.85,0.08,0.037,288,40,1447,7,4,0.006
V95801,157,0.005,0.047,4.63,0.524,0.049,0.034,382,53,1399,10,5,0.01
V95800,160,0.005,0.039,4.65,0.694,0.059,0.035,337,48,1397,9,4,0.008
V95799,165,0.005,0.024,4.61,0.781,0.077,0.041,271,38,1388,7,3,0.006
V95797,161,0.005,0.024,4.55,0.969,0.085,0.043,310,37,1395,8,3,0.004
V95796,169,0.005,0.034,4.65,0.781,0.075,0.037,318,45,1431,8,4,0.005
V95795,161,0.005,0.034,4.62,0.817,0.075,0.038,316,45,,8,5,0.006
V95794,170,0.005,0.024,4.64,0.572,0.07,0.045,264,37,1298,6,3,0.005
V95793,167,0.005,0.03,4.65,0.671,0.072,0.042,299,43,1312,8,4,0.004
V95792,166,0.005,0.035,4.64,0.602,0.064,0.036,327,46,1422,8,4,0.008
V95791,160,0.005,0.032,4.61,0.586,0.063,0.041,310,44,1442,8,4,0.008
V95790,167,0.005,0.032,4.62,0.523,0.06,0.04,307,44,1428,8,4,0.007
V95789,157,0.005,0.039,4.64,0.585,0.055,0.039,344,48,1409,9,5,0.007
V95788,170,0.005,0.034,4.59,0.457,0.058,0.039,312,44,1456,8,4,0.006
V95786,158,0.005,0.024,4.62,0.9,0.089,0.042,268,37,1373,7,4,0.007
V95785,165,0.005,0.045,4.58,0.345,0.045,0.038,371,52,1384,9,5,0.013
V95784,174,0.005,0.043,4.62,0.432,0.04,0.038,360,51,1375,9,4,0.017
V95781,162,0.005,0.047,4.52,0.39,0.04,0.039,394,55,1418,10,5,0.011
V95780,170,0.005,0.037,4.54,0.62,0.06,0.04,335,53,1392,8,6,0.007
V95779,178,0.005,0.035,4.6,0.68,0.069,0.042,336,60,1390,8,5,0.005
V95778,174,0.005,0.039,4.54,0.393,0.049,0.04,342,49,1374,8,5,0.01
V95777,173,0.005,0.042,4.58,0.5,0.053,0.041,377,56,1382,9,6,0.009
V95776,173,0.005,0.036,4.57,0.698,0.072,0.042,371,53,1373,9,5,0.004
V95775,170,0.005,0.035,4.6,0.536,0.063,0.044,322,52,1351,8,5,0.005
V95774,176,0.005,0.037,4.58,0.46,0.051,0.042,327,47,1398,8,5,0.011
V95773,163,0.005,0.035,4.6,0.4,0.047,0.04,325,47,1408,8,4,0.012
V95772,168,0.005,0.033,4.58,0.43,0.052,0.044,345,52,1420,8,5,0.007
V95771,175,0.005,0.035,4.55,0.43,0.053,0.044,326,49,1420,8,5,0.008
V95770,176,0.005,0.036,4.59,0.487,0.056,0.043,326,47,,8,5,0.006
V95769,165,0.005,0.04,4.55,0.451,0.057,0.043,349,57,1407,8,6,0.007
V95768,162,0.005,0.043,4.55,0.481,0.056,0.041,496,64,1382,8,6,0.009
V95767,166,0.005,0.036,4.55,0.515,0.06,0.045,328,47,1356,8,5,0.009
V95764,175,0.005,0.043,4.55,0.513,0.057,0.039,360,53,1324,9,5,0.009
V95762,173,0.005,0.034,4.6,0.552,0.064,0.046,314,51,1399,8,5,0.006
V95761,171,0.005,0.037,4.62,0.647,0.066,0.045,331,47,1427,8,4,0.006
V95760,177,0.005,0.034,4.58,0.571,0.065,0.045,322,44,1426,8,5,0.009
V95758,166,0.005,0.035,4.59,0.612,0.066,0.045,323,47,1424,8,4,0.006
V95757,165,0.005,0.036,4.58,0.55,0.063,0.044,331,46,1454,8,4,0.008
V95756,167,0.005,0.039,4.61,0.59,0.063,0.042,383,48,1377,10,4,0.006
V95754,173,0.005,0.036,4.55,0.65,0.064,0.04,333,46,1387,8,4,0.007
V95753,162,0.005,0.036,4.59,0.605,0.055,0.042,326,47,1451,8,4,0.006
V95752,163,0.005,0.031,4.59,0.923,0.08,0.044,302,42,1396,8,4,0.006
V95751,163,0.005,0.029,4.61,1.006,0.087,0.045,303,42,1399,7,4,0.004
V95750,155,0.005,0.032,4.58,0.508,0.061,0.045,307,44,1376,7,4,0.006
V95748,168,0.005,0.035,4.62,0.87,0.083,0.045,328,45,1411,8,4,0.008
V95747,170,0.005,0.027,4.59,0.913,0.082,0.047,281,42,1370,7,4,0.007
V95746,164,0.005,0.025,4.63,0.771,0.082,0.046,278,39,1357,7,4,0.005
V95745,168,0.005,0.025,4.58,0.818,0.087,0.048,274,38,1409,7,3,0.005
V95744,168,0.005,0.024,4.63,0.786,0.087,0.046,269,39,1420,6,3,0.005
V95743,170,0.005,0.035,4.56,0.583,0.058,0.043,328,45,1311,8,4,0.01
V95741,162,0.005,0.024,4.71,1.06,0.101,0.047,301,44,1439,7,4,0.005
V95740,160,0.005,0.028,4.55,0.588,0.073,0.048,287,46,1400,8,4,0.005
V95739,162,0.005,0.028,4.6,0.62,0.07,0.048,289,47,1395,7,4,0.006
V95738,175,0.005,0.032,4.58,0.555,0.064,0.046,311,45,1383,8,4,0.008
V95737,174,0.005,0.029,4.6,0.727,0.073,0.046,293,41,1384,7,4,0.007
V95736,172,0.005,0.03,4.65,0.94,0.085,0.045,296,82,1368,7,4,0.008
V95735,155,0.005,0.034,4.58,0.59,0.067,0.046,321,44,1363,8,4,0.006
V95734,163,0.005,0.041,4.53,0.5,0.053,0.043,350,49,,9,5,0.007
V95733,164,0.005,0.043,4.55,0.49,0.048,0.042,441,83,1457,11,6,0.006
V95732,163,0.005,0.045,4.58,0.42,0.045,0.041,375,53,1338,9,5,0.01
V95731,173,0.005,0.036,4.61,0.67,0.069,0.045,326,45,1381,8,4,0.008
V95730,161,0.005,0.031,4.63,0.75,0.077,0.045,302,46,1402,7,4,0.005
V95729,165,0.005,0.05,4.53,0.45,0.049,0.043,399,56,,10,5,0.01
V95727,161,0.005,0.032,4.6,0.729,0.075,0.045,323,45,1325,8,5,0.003
V95726,170,0.005,0.043,4.5,0.564,0.061,0.043,365,56,1287,9,5,0.005
V95725,167,0.005,0.04,4.59,0.54,0.06,0.044,352,55,1295,9,5,0.004
V95724,165,0.005,0.047,4.5,0.604,0.056,0.039,381,53,1449,9,5,0.012
V95723,162,0.005,0.03,4.6,0.95,0.085,0.046,309,43,1367,8,4,0.006
V95722,167,0.005,0.049,4.5,0.519,0.053,0.038,394,56,1355,10,5,0.014
V95721,167,0.005,0.048,4.54,0.359,0.041,0.04,380,54,1377,9,5,0.013
V95720,160,0.005,0.07,4.48,0.406,0.042,0.039,521,78,1405,13,7,0.006
V95719,170,0.005,0.035,4.54,0.91,0.083,0.046,322,49,1416,8,4,0.008
V95718,163,0.005,0.035,4.55,0.9,0.084,0.043,323,45,1420,8,4,0.007
V95717,164,0.005,0.038,4.58,0.575,0.066,0.038,354,50,1380,9,4,0.006
V95716,166,0.005,0.046,4.57,0.424,0.052,0.041,378,53,1373,10,5,0.016
V95715,167,0.005,0.04,4.6,0.5,0.058,0.044,346,48,1389,8,5,0.008
V95714,168,0.005,0.046,4.54,0.555,0.062,0.044,379,56,1397,10,5,0.006
V95713,164,0.005,0.041,4.52,0.58,0.062,0.045,348,49,1383,9,4,0.008
V95712,168,0.005,0.045,4.53,0.615,0.066,0.044,369,54,1377,9,6,0.004
V95709,161,0.005,0.055,4.53,0.496,0.053,0.04,408,59,1404,10,6,0.007
V95708,165,0.005,0.054,4.51,0.529,0.058,0.04,415,63,1394,11,6,0.007
V95707,165,0.005,0.046,4.55,0.586,0.061,0.044,378,53,1394,10,5,0.008
V95706,173,0.005,0.032,4.55,0.692,0.07,0.045,328,41,1353,8,4,0.005
V95705,161,0.005,0.034,4.61,0.74,0.073,0.045,289,40,1350,8,3,0.004
V95703,170,0.005,0.034,4.55,0.703,0.067,0.042,315,45,1347,8,4,0.007
V95702,162,0.005,0.039,4.56,0.588,0.062,0.043,339,48,1379,9,4,0.008
V95701,165,0.005,0.045,4.55,0.57,0.06,0.042,383,52,1414,10,5,0.005
V95700,163,0.005,0.045,4.52,0.484,0.052,0.042,370,53,1330,9,5,0.01
V95698,170,0.005,0.038,4.56,0.639,0.065,0.044,407,50,1424,10,4,0.01
V95697,163,0.005,0.03,4.55,1.038,0.091,0.045,332,47,1428,8,5,0.006
V95696,162,0.005,0.032,4.55,0.852,0.07,0.044,362,47,1483,10,4,0.005
V95695,165,0.005,0.033,4.66,0.78,0.069,0.044,584,82,1410,14,8,0.002
V95694,165,0.005,0.025,4.54,0.99,0.091,0.045,272,40,1392,7,4,0.004
V95693,167,0.005,0.027,4.53,0.97,0.083,0.044,282,39,1365,8,3,0.006
V95692,163,0.005,0.029,4.52,0.804,0.073,0.042,297,41,1323,8,4,0.005
V95690,173,0.005,0.024,4.65,0.89,0.081,0.043,281,45,1449,8,4,0.004
V95688,161,0.005,0.044,4.63,0.48,0.049,0.042,521,86,1418,13,11,0.005
V95686,166,0.005,0.032,4.55,0.852,0.07,0.044,289,42,1313,7,4,0.005
V95684,164,0.005,0.028,4.57,0.818,0.075,0.047,298,42,1369,8,4,0.005
V95683,162,0.005,0.051,4.55,0.53,0.049,0.041,412,57,1391,11,6,0.008
V95682,170,0.005,0.061,4.56,0.391,0.038,0.037,666,106,1407,16,15,0.011
V95680,155,0.005,0.056,4.54,0.33,0.032,0.037,428,61,1384,11,6,0.012
V95678,155,0.005,0.028,4.61,0.72,0.073,0.046,299,40,1397,7,4,0.007
V95677,165,0.005,0.059,4.46,0.32,0.036,0.038,441,63,1344,11,6,0.012
V95676,158,0.005,0.057,4.53,0.31,0.035,0.037,687,91,1382,17,13,0.007
V95675,172,0.005,0.035,4.65,0.71,0.063,0.046,322,46,1415,8,4,0.007
V95674,158,0.005,0.027,4.75,0.93,0.086,0.049,275,40,1390,7,4,0.008
V95673,164,0.005,0.027,4.62,1.056,0.091,0.048,473,74,1405,12,10,0.006
V95672,163,0.005,0.031,4.62,0.91,0.092,0.05,303,42,1404,7,4,0.006
V95671,160,0.005,0.035,4.6,0.619,0.062,0.045,322,46,1431,8,4,0.01
V95669,164,0.005,0.033,4.59,0.516,0.062,0.046,313,51,1485,8,5,0.005
V95668,159,0.005,0.023,4.49,1.172,0.102,0.05,266,37,1470,6,4,0.005
V95667,167,0.005,0.017,4.56,1.383,0.114,0.053,368,25,1434,9,3,0.005
V95666,162,0.005,0.031,4.62,0.581,0.065,0.046,299,41,,7,4,0.005
V95665,158,0.005,0.045,4.54,0.389,0.047,0.041,372,53,1550,9,5,0.01
V95664,161,0.005,0.044,4.58,0.521,0.048,0.04,519,81,1389,13,11,0.004
V95663,165,0.005,0.04,4.64,0.515,0.056,0.042,367,52,1336,9,5,0.008
V95662,158,0.005,0.028,4.63,0.625,0.074,0.045,293,41,1365,7,4,0.005
V95660,163,0.005,0.027,4.65,1.029,0.077,0.046,300,39,1403,8,4,0.006
V95659,166,0.005,0.029,4.64,0.916,0.075,0.048,346,48,,9,5,0.006
V95657,164,0.005,0.027,4.56,0.769,0.076,0.048,279,39,,7,4,0.008
V95656,161,0.005,0.025,4.56,0.766,0.076,0.047,273,42,,7,4,0.006
V95654,159,0.005,0.036,4.57,0.823,0.078,0.043,323,45,,8,4,0.005
V95651,152,0.005,0.034,4.62,0.659,0.068,0.043,307,43,1429,8,4,0.007
V95650,160,0.005,0.033,4.63,0.685,0.066,0.046,312,43,1384,8,4,0.005
V95649,158,0.005,0.027,4.65,0.599,0.067,0.046,275,39,1387,7,3,0.007
V95648,164,0.005,0.036,4.62,0.661,0.068,0.043,356,46,,9,8,0.009
V95646,161,0.005,0.03,4.6,0.92,0.083,0.048,297,49,1405,8,5,0.003
V95644,160,0.005,0.032,4.54,0.74,0.078,0.045,362,50,1404,9,5,0.005
V95643,161,0.005,0.026,4.6,0.788,0.089,0.047,328,41,1374,8,7,0.008
V95642,162,0.005,0.02,4.55,1.1,0.103,0.051,250,41,1365,6,4,0.004
V95640,155,0.005,0.027,4.62,0.908,0.087,0.046,288,39,1336,7,6,0.007
V95639,162,0.005,0.034,4.6,0.92,0.084,0.042,318,45,1335,8,4,0.006
V95638,156,0.005,0.032,4.6,0.825,0.08,0.042,312,49,1364,8,5,0.007
V95637,163,0.005,0.032,4.55,0.619,0.067,0.042,307,45,1429,7,4,0.008
V95635,160,0.005,0.031,4.61,0.95,0.086,0.041,306,43,1369,8,5,0.005
V95634,163,0.005,0.036,4.59,0.75,0.077,0.041,327,47,,8,4,0.005
V95633,163,0.005,0.042,4.5,0.459,0.056,0.038,382,52,1348,9,5,0.004
V95632,165,0.005,0.051,4.53,0.48,0.055,0.039,401,57,1421,10,6,0.008
V95630,171,0.005,0.04,4.5,0.564,0.068,0.04,370,53,1408,9,5,0.004
V95631,164,0.005,0.045,4.5,0.493,0.059,0.038,331,54,,11,5,0.005
V95629,166,0.005,0.039,4.55,0.743,0.076,0.041,394,49,1403,9,4,0.004
V95628,160,0.005,0.038,4.56,0.654,0.076,0.043,321,46,,8,4,0.004
V95627,178,0.005,0.036,4.58,0.61,0.076,0.042,369,53,,9,5,0.004
V95621,166,0.005,0.032,4.55,0.495,0.064,0.04,308,43,,8,4,0.006
V95620,162,0.005,0.031,4.52,0.617,0.072,0.04,302,42,,8,4,0.005
V95619,160,0.005,0.027,4.54,1,0.091,0.041,346,48,1384,9,0,0.003
V95618,156,0.005,0.039,4.52,0.797,0.072,0.035,340,47,1400,9,5,0.006
V95617,157,0.005,0.032,4.59,0.659,0.073,0.043,310,45,1386,8,4,0.007
V95616,157,0.005,0.03,4.52,0.656,0.074,0.042,297,41,1394,8,4,0.007
V95615,162,0.005,0.039,4.58,0.956,0.08,0.037,383,48,1385,9,5,0.009
V95614,162,0.005,0.033,4.52,0.846,0.087,0.04,318,44,1380,8,4,0.005
V95613,165,0.005,0.03,4.54,0.844,0.089,0.043,297,42,1412,8,4,0.007
V95612,171,0.005,0.027,4.55,0.766,0.084,0.042,284,40,1419,7,4,0.007
V95609,180,0.005,0.028,4.54,0.99,0.087,0.038,303,46,1318,7,5,0.006
V95608,173,0.005,0.033,4.48,0.84,0.074,0.041,398,55,,10,6,0.003
V95607,160,0.005,0.037,4.58,0.586,0.058,0.047,367,52,,11,9,0.008
V95606,160,0.005,0.035,4.52,0.7,0.07,0.043,346,50,1423,8,5,0.005
V95605,163,0.005,0.034,4.58,0.695,0.076,0.039,322,46,1447,8,5,0.008
V95603,164,0.005,0.032,4.48,0.65,0.073,0.041,352,43,1448,9,4,0.005
V95602,162,0.005,0.034,4.51,0.617,0.068,0.039,320,45,1449,8,5,0.006
V95601,165,0.005,0.03,4.54,0.717,0.072,0.042,551,0,1430,14,4,0.006
V95599,176,0.005,0.038,4.58,0.553,0.063,0.038,348,48,1423,9,5,0.009
V95597,159,0.005,0.037,4.56,0.494,0.059,0.037,330,47,1358,8,5,0.009
V95595,161,0.01,0.032,4.58,0.556,0.062,0.036,537,0,1386,14,4,0.006
V95594,174,0.005,0.035,4.54,0.578,0.06,0.036,324,47,1394,8,5,0.008
V95593,165,0.005,0.033,4.58,0.807,0.074,0.037,294,41,1375,7,5,0.009
V95592,171,0.005,0.03,4.59,0.925,0.084,0.035,556,0,1388,13,4,0.008
V95591,162,0.005,0.031,4.6,0.658,0.068,0.04,300,42,1451,7,4,0.007
V95590,168,0.005,0.029,4.57,0.605,0.072,0.04,292,41,1385,7,5,0.007
V95588,164,0.005,0.031,4.55,0.878,0.08,0.038,298,43,1490,7,4,0.007
V95585,170,0.005,0.032,4.54,0.489,0.062,0.036,310,44,1387,7,4,0.01
V95584,167,0.005,0.033,4.59,0.704,0.066,0.035,318,44,1390,8,5,0.008
V95583,168,0.005,0.025,4.58,1.44,0.099,0.038,273,38,1371,7,3,0.005
V95582,168,0.005,0.039,4.64,0.514,0.056,0.037,340,48,1410,8,5,0.007
V95581,160,0.005,0.033,4.62,0.518,0.056,0.037,350,48,1410,9,5,0.008
V95580,161,0.005,0.039,4.59,0.582,0.057,0.035,345,48,1416,9,4,0.007
V95579,158,0.005,0.037,4.57,0.529,0.06,0.034,331,48,1409,8,5,0.008
V95577,167,0.005,0.037,4.56,0.547,0.064,0.036,332,46,1374,8,4,0.009
V95576,150,0.005,0.031,4.62,0.899,0.078,0.037,297,42,1355,7,4,0.01
V95575,165,0.005,0.035,4.5,0.733,0.072,0.037,326,46,1382,8,5,0.009
V95572,160,0.005,0.047,4.55,0.451,0.054,0.033,380,54,1383,9,5,0.009
V95571,168,0.005,0.044,4.55,0.646,0.06,0.034,365,56,1369,9,5,0.006
V95570,160,0.005,0.032,4.55,0.707,0.07,0.036,616,11,1278,15,1,0.008
V95568,154,0.005,0.045,4.51,0.345,0.047,0.032,373,57,1417,10,5,0.005
V95566,161,0.005,0.043,4.55,0.376,0.047,0.031,370,52,1381,9,5,0.006
V95565,168,0.005,0.046,4.55,0.464,0.046,0.033,376,63,,10,6,0.009
V95564,169,0.005,0.046,4.61,0.477,0.053,0.032,373,57,1407,10,5,0.007
V95563,165,0.005,0.03,4.6,1.03,0.097,0.04,317,44,1484,8,4,0.007
V95560,166,0.005,0.052,4.53,0.358,0.042,0.031,406,63,1489,11,6,0.007
V95557,162,0.005,0.031,4.61,0.565,0.065,0.037,307,48,1374,8,5,0.005
V95556,162,0.005,0.044,4.58,0.49,0.059,0.035,361,53,1410,10,5,0.004
V95555,165,0.005,0.043,4.56,0.57,0.057,0.036,373,57,1427,10,5,0.006
V95554,161,0.005,0.021,4.65,1.18,0.106,0.044,250,41,,6,4,0.004
V95552,162,0.005,0.036,4.61,0.53,0.059,0.034,329,46,1356,9,4,0.008
V95550,170,0.005,0.037,4.58,0.51,0.056,0.034,328,46,1355,9,4,0.01
V95549,164,0.005,0.034,4.62,1.18,0.089,0.041,319,48,1436,9,5,0.007
V95548,171,0.005,0.033,4.55,1.151,0.089,0.04,317,44,1361,8,4,0.006
V95547,173,0.005,0.028,4.53,1.272,0.094,0.041,285,41,1401,8,4,0.005
V95546,163,0.005,0.033,4.56,0.556,0.064,0.038,319,48,1438,9,5,0.006
V95545,161,0.005,0.038,4.57,0.489,0.058,0.036,396,55,,10,5,0.009
V95544,167,0.005,0.04,4.55,0.429,0.054,0.035,343,49,,10,5,0.006
V95543,165,0.005,0.029,4.57,0.739,0.077,0.041,309,41,1473,8,5,0.007
V95542,165,0.005,0.048,4.57,0.63,0.07,0.039,388,54,1421,10,5,0.01
V95541,165,0.005,0.058,4.47,0.51,0.055,0.034,439,63,1358,13,6,0.012
V95540,167,0.005,0.05,4.53,0.54,0.058,0.037,397,55,1360,10,7,0.01
V95539,172,0.005,0.037,4.58,0.52,0.063,0.039,330,46,1359,9,4,0.008
V95538,165,0.005,0.038,4.61,0.47,0.054,0.038,330,48,1383,9,4,0.008
V95537,157,0.005,0.042,4.52,0.401,0.047,0.036,391,59,1431,10,5,0.007
V95535,163,0.005,0.035,4.6,0.54,0.06,0.037,326,45,1396,8,5,0.008
V95534,158,0.005,0.037,4.57,0.53,0.061,0.036,326,46,,8,4,0.008
V95533,167,0.005,0.032,4.64,0.62,0.065,0.039,296,41,1441,8,4,0.005
V95530,160,0.005,0.038,4.55,0.492,0.059,0.038,333,47,1441,9,4,0.007
V95528,165,0.005,0.032,4.62,0.68,0.075,0.042,299,53,1444,8,4,0.006
V95527,159,0.005,0.035,4.59,0.58,0.066,0.042,240,55,1399,8,5,0.005
V95526,170,0.005,0.04,4.58,0.465,0.055,0.04,349,49,1385,9,5,0.01
V95525,160,0.005,0.045,4.58,0.46,0.05,0.037,346,48,1464,9,4,0.013
V95523,159,0.005,0.026,4.52,1.644,0.106,0.042,416,40,1313,9,4,0.005
V95522,170,0.005,0.044,4.49,0.645,0.044,0.038,681,0,1241,16,5,0.011
V95521,155,0.005,0.04,4.55,0.691,0.045,0.036,337,49,1421,9,4,0.013
V95520,175,0.005,0.029,4.57,0.605,0.072,0.04,349,49,1385,10,5,0.011
V95519,158,0.005,0.054,4.52,0.291,0.032,0.036,407,57,1404,10,5,0.013
V95518,162,0.005,0.031,4.55,0.878,0.08,0.038,320,45,1399,8,4,0.013
V95516,158,0.005,0.047,4.54,0.753,0.067,0.041,339,52,1384,9,4,0.008
V95512,167,0.005,0.039,4.54,0.585,0.05,0.038,333,48,1388,9,4,0.009
V95509,164,0.005,0.034,4.57,0.955,0.084,0.043,310,44,1356,8,4,0.005
V95508,160,0.005,0.045,4.58,0.848,0.077,0.041,374,54,1384,9,6,0.008
V95506,159,0.005,0.058,4.54,0.396,0.044,0.036,428,62,1377,12,6,0.01
V95505,170,0.005,0.053,4.56,0.371,0.046,0.038,410,57,1365,11,6,0.012
V95503,178,0.005,0.034,4.56,0.659,0.072,0.044,629,59,1305,17,0,0.01
V95501,167,0.005,0.055,4.56,0.61,0.062,0.037,417,62,1357,10,5,0.009
V95500,159,0.005,0.064,4.57,0.362,0.039,0.036,453,71,1348,12,5,0.012
V95499,163,0.005,0.051,4.55,0.674,0.055,0.04,469,68,,12,7,0.011
V95497,163,0.005,0.044,4.55,0.65,0.058,0.041,367,53,1420,9,5,0.01
V95496,168,0.005,0.036,4.54,0.668,0.07,0.042,330,51,1342,9,5,0.008
V95495,172,0.005,0.037,4.6,0.694,0.073,0.043,331,50,1323,9,4,0.004
V95494,166,0.005,0.038,4.55,0.696,0.073,0.041,339,52,1328,9,5,0.006
V95493,162,0.01,0.05,4.55,0.63,0.057,0.037,664,0,1288,16,8,0.014
V95492,177,0.005,0.055,4.54,0.41,0.038,0.036,409,65,1400,11,6,0.023
V95491,149,0.005,0.059,4.55,0.5,0.036,0.035,420,71,1396,11,7,0.017
V95487,165,0.005,0.042,4.58,0.5,0.055,0.042,352,55,1356,10,5,0.009
V95486,165,0.005,0.032,4.55,0.56,0.066,0.045,344,48,1377,9,4,0.003
V95485,169,0.005,0.042,4.6,0.52,0.059,0.043,357,50,1398,10,5,0.008
V95483,163,0.005,0.056,4.5,0.503,0.047,0.037,414,63,,11,5,0.008
V95482,172,0.005,0.05,4.57,0.45,0.046,0.038,385,63,,11,6,0.012
V95481,165,0.005,0.031,4.62,0.74,0.077,0.046,299,46,1421,8,4,0.006
V95480,170,0.005,0.033,4.54,0.66,0.071,0.045,312,47,1392,8,4,0.006
V95479,176,0.005,0.042,4.6,0.47,0.051,0.038,357,54,1393,10,5,0.01
V95478,163,0.005,0.042,4.54,0.52,0.056,0.04,354,50,1383,10,4,0.011
V95477,160,0.005,0.032,4.6,0.69,0.076,0.044,297,46,1357,8,4,0.005
V95476,160,0.005,0.037,4.55,0.586,0.068,0.043,336,48,,9,4,0.004
V95475,161,0.005,0.036,4.62,0.545,0.066,0.043,324,48,1361,9,4,0.006
V95474,165,0.005,0.027,4.54,0.847,0.087,0.045,281,46,1369,8,4,0.004
V95472,160,0.005,0.039,4.6,0.694,0.066,0.045,347,53,1397,10,5,0.005
V95471,162,0.005,0.036,4.58,0.65,0.068,0.045,323,46,1371,9,4,0.008
V95470,175,0.005,0.027,4.64,0.61,0.072,0.045,287,40,1301,7,3,0.005
